"GeneID" "Cluster"
"768" "YER053C" "cluster2"
"769" "YER053C-A" "cluster8"
"770" "YER054C" "cluster8"
"771" "YER055C" "cluster1"
"772" "YER056C" "cluster6"
"773" "YER056C-A" "cluster1"
"774" "YER057C" "cluster5"
"775" "YER058W" "cluster4"
"776" "YER060W" "cluster3"
"777" "YER060W-A" "cluster4"
"778" "YER061C" "cluster5"
"779" "YER062C" "cluster2"
"780" "YER064C" "cluster3"
"781" "YER069W" "cluster4"
"782" "YER070W" "cluster6"
"783" "YER071C" "cluster3"
"784" "YER072W" "cluster6"
"785" "YER073W" "cluster6"
"786" "YER074W" "cluster1"
"787" "YER076C" "cluster5"
"788" "YER077C" "cluster3"
"789" "YER078C" "cluster3"
"790" "YER081W" "cluster2"
"791" "YER082C" "cluster1"
"792" "YER083C" "cluster3"
"793" "YER086W" "cluster1"
"794" "YER087C-B" "cluster3"
"795" "YER090W" "cluster3"
"796" "YER091C" "cluster6"
"797" "YER094C" "cluster3"
"798" "YER095W" "cluster4"
"799" "YER101C" "cluster4"
"800" "YER102W" "cluster1"
"801" "YER104W" "cluster5"
"802" "YER110C" "cluster1"
"803" "YER111C" "cluster3"
"804" "YER116C" "cluster5"
"805" "YER117W" "cluster1"
"806" "YER119C" "cluster4"
"807" "YER121W" "cluster8"
"808" "YER123W" "cluster3"
"809" "YER124C" "cluster6"
"810" "YER126C" "cluster1"
"811" "YER128W" "cluster5"
"812" "YER130C" "cluster3"
"813" "YER131W" "cluster1"
"814" "YER132C" "cluster3"
"815" "YER133W" "cluster3"
"816" "YER134C" "cluster4"
"817" "YER138W-A" "cluster9"
"818" "YER141W" "cluster4"
"819" "YER142C" "cluster4"
